image_path,text,label
data\real_fake\real\936.jpg,Waves fold the sky’s storm into calm. Quiet strength. #coast,1
data\real_fake\real\1801.jpg,Sails drift where sky meets sea at dusk. Horizon’s quiet hum: we’re home. #Ocean,0
data\real_fake\real\1059.jpg,Quiet is the only song. Stillness is the only sound. #nature #serenity,1
data\fakeV2\fake-v2\12701.jpg,"Little worlds in 2D: bear’s suit, drink’s leafy smile, hydrant’s grin. ✨ #Art",0
data\archive\real\1106744174349553664.jpg,Canl mute you? BIG RICH HD,1
data\real_fake\real\2140.jpg,"Skin and shadow, sun-warmed and still. A quiet pulse in the room. #Art",0
data\archive\real\1045967839461613569.jpg,I DO NOT HAVE PMS!!!,1
data\archive\real\1113929138430205953.jpg,PERFECT ACCURACY,1
data\archive\real\1041820187052392450.jpg,A friend s what the ne hart needs all ne Heury an Dike BrainyQuote',1
data\real_fake\real\nceifnpuqi5a1.jpg,"Roots cradle the golden city. Light spills through the tree, mountains guard the dream.",0
data\fakeV2\fake-v2\14090.png,"Batched prompts, automated art. Let the bots handle the grind while you sip coffee. 🤖 #Midjourney",0
data\archive\real\1117061501452472320.jpg,Now she really look like me,1
data\real_fake\real\461.jpg,"Pomeranian on patrol, leash in hand—just waiting for the walk to start. 🐾 #pomlife",1
data\archive\real\1062002774760665088.jpg,"MIND BLOWING . STEAM DEALS! indiea HOME GAME BUNDLES / GAME DEALS TRACKER STEAM GROUP TİTTER FACEBOOK TMTCH GOOGLE+ SEARCH HERE Friday, November 09, 2018 About Us Privacy Policy Affiliate Disclosure Terms of Service Contact BATTLEFIELD V-LAUNCH TRAILER Watch later Share Battlefield 5 is World War 2 like youve never seen or played before. A mix of new and iconic",1
data\real_fake\real\e5673x49hx5a1.png,"Two chickens, one screaming “WHAT?!” The other just pecks. Sunlight dapples their confusion. #ChickenConfusion",1
data\real_fake\real\8m9d4im7y66a1.jpg,"Tiny flowers, big joy. Today’s happy accident: a patterned paper in my hands. #LittleJoys",0
data\fakeV2\fake-v2\11734.jpg,"Summer days, wet shoes, and bubbles—pure joy. 🌞 #KidsAtPlay",0
data\real_fake\real\2ruw1scgts5a1.jpg,"Earth’s curve glows under a sky full of stars. We’re all stardust, quietly burning. #stardust #hope",1
data\fakeV2\fake-v2\13416.png,"Bread, cheese, wine. Sun in the grass, no rush. Just me and the quiet. 🌿",0
data\real_fake\real\2460.jpg,Another Tuesday: 'TWO' sign on the highway. Just me and the quiet stretch. #Tuesday,0
data\fakeV2\fake-v2\12834.jpg,Chaos glows below. I click—capturing fire and sky in one frame. 🌌 #FutureShot,0
data\fakeV2\fake-v2\12373.jpg,"Watching the world go by, one ""PIS"" sign at a time. 🐱 #catlife",0
data\archive\real\1058501496466223104.jpg,MAKE GIFS AT GİFSOUP.COM,1
data\fakeV2\fake-v2\13985.png,"Smoke from the pie, leaves falling soft—this autumn slice is the cure for everything. 🍁 #FallEats",0
data\fakeV2\fake-v2\11506.jpg,Just married. Dress? Chef’s kiss. Love’s in the little things. #RealLove,0
data\fakeV2\fake-v2\14758.png,Tiny lights in the moss glow. This forest remembers when mushrooms dreamt of stars. 🌿,0
data\archive\real\1050155157546303488.jpg,"DOMINGUEZ RE FOR 25,"" WARD ALDERMAN HILARIO SQUEZ BERTO DOMINGUEZ WARD AE FOR 25 WARD ALDERMAN ANDRE YSQUEZ סי ALDERMAN RMOMEN e.ComNiew/Fe bruar 2019 AMS Alderman ry 26, 2019 y 26, 2019",1
data\real_fake\real\193.jpg,"Front & York. Coffee in hand, Tuesday. City’s quiet hum. #UrbanLife",0
data\archive\real\1106840802951598080.jpg,FIV Emirates Er,1
data\fakeV2\fake-v2\10159.jpg,"Neon lights flicker, hair glows electric. This night’s pulse lives in ink and neon—quiet but fierce. #NeonNight",0
data\archive\real\1114536424399749120.jpg,"ai 나 생일인데 블랙핀 선배님 고있다 nichole!gonhun au , your group sent a message to > Twe your reply 0:01 0:10",1
data\archive\real\1063606555575169025.jpg,SE 169 ELS 2:21 19 022 100 100 LD RB,1
data\real_fake\real\70.jpg,"Blue and brown whispers in the empty space. Where the colors meet, time softens. #WatercolorMood",1
data\archive\real\1041914744196743168.jpg,SHORING Mov 5:07 83 2,1
data\real_fake\real\1527.jpg,"Gate 1. UHF 19, 38 Wharf St. Waiting for my ride—city’s quietest spot before the rush. #Commute",0
data\fakeV2\fake-v2\1091.jpg,"The image is a vibrant painting with bold brushstrokes and rich cultural symbolism, featuring elements like dreadlocks and colors associated with Rastafarian identity (red, green, yellow). However, the task specifies avoiding any description of the image itself. The focus is on capturing the mood and essence—vibrant, rooted, soulful—without referencing specific elements like colors, dreadlocks, or brushstrokes. For a stylized work of art, the response should be poetic and reflective, conveying the feeling rather than the visuals. It must be extremely concise (1–2 sentences, under 30 words), with no explanation of the image. The phrase should evoke the interplay of roots, rhythm, and soul without describing the painting's components. After careful consideration, the most appropriate response captures the essence succinctly: - It avoids direct description of the image. - It uses poetic language to reflect the mood. - It stays within the constraints of brevity and thematic resonance. \boxed{Roots meet color. Soul lives.}",0
data\fakeV2\fake-v2\13742.png,Dusk paints the city gold. Liberty’s hand holds the world in the quiet glow. #Sunset #Reflection,0
data\archive\real\1107010306675486720.jpg,43 YAMAHA,1
data\fakeV2\fake-v2\14492.png,"Crown of thorns and roses, she is the quiet hero. #Heroin",0
data\fakeV2\fake-v2\12431.jpg,Breathe through the glass. The fire’s not the danger—what’s outside the view.,0
data\real_fake\real\1625.jpg,"Her hand rests in his, the trees hold their breath. Some quiet moments need no words—just two souls, soft and slow. #quietmoments",0
data\real_fake\real\1287.jpg,"7-Eleven coffee run, Tuesday. Just me and the rain. #QuietMoments",0
data\fakeV2\fake-v2\12528.jpg,Sky remembers the fire’s last breath. Ash is the quiet echo now.,0
data\archive\real\1114100275063742464.jpg,"10:36 1 4G Tweet robyn @robynnmaex this lad just asked to take me out andI ignored it 8:49 pm resume Callum TODAY CALLUM Sorry my cat ran across my keyboard 20:50 02/04/2019 Twitter for iPhone 269 Retweets 3,125 Likes Todd510 @CDT1872 41m Replying to @robynnmaex Guy asked you on a date and you werent Tweet your reply",1
data\archive\real\1115755350379106304.jpg,IS. LIC,1
data\archive\real\1036251814633594880.jpg,肌HERE TO SAVE YOU!,1
data\real_fake\real\r6xyesum9z5a1.jpg,"Hands on temples, eyes wide with nothing. The silence isn't empty—it's full of you.",1
data\archive\real\1105178792178393093.jpg,1:47 Dinosaurus (feat. 21 Savage) DAYS BEFORE ASTROWORLD 0:41 5:25 2ー 1 DINOSAURUS (FEAT 21 SAVAGE) 2 SAFE (FEAT. JEREMIH) 3 MYLES 4 MONEY POWER RESPECT 05:25 03:45 04:20 03:22,1
data\real_fake\real\2590.jpg,Snow’s whisper under the moon. World’s breathing slow. #winterpeace,0
data\archive\real\1057809095397302272.jpg,United States BUILD THE WALL ALLOW THEM ALL,1
data\real_fake\real\4ixphc2wnb6a1.jpg,"Ink on the walls, words as weapons. We’re the fight they can’t silence. #RawRebel",0
data\fakeV2\fake-v2\10553.jpg,"Sunlight catches the weight in your eyes. Some days, the quiet is the only language left.",0
data\archive\real\1109333853963988992.jpg,LGBT Stands For HESTOGETH ICHES TOGE GET BITCH,1
data\archive\real\1108050004642414592.jpg,IDIOTS NG HAT gt,1
data\real_fake\real\x4d1qe4uuy5a1.jpg,"My mind’s a riot of color. Today, it’s all calm. #MindfulArt",0
data\archive\real\1107855813417197569.jpg,sense to make Rejecf common the impossible possible.,1
data\fakeV2\fake-v2\11611.jpg,"Chaos painted on flesh, sky, and streets. A scream for the broken world. #Revolution",0
data\fakeV2\fake-v2\13969.png,Umbrellas float in the city’s golden hour. Rain glows on the street. #evening,0
data\archive\real\1042825628624420864.jpg,on lock,1
data\real_fake\real\698.jpg,Hens checking the fence for scraps. Quiet morning hustle—just another day in the coop. #farmlife,1
data\archive\real\1109479652836417536.jpg,Oka...And.,1
data\archive\real\1113888696019955712.jpg,CouplesTherag,1
data\fakeV2\fake-v2\11992.jpg,Veiled ghosts and whispered prayers. The darkness holds its breath. #Spirituality #Mystery,0
data\fakeV2\fake-v2\11496.jpg,"Waiting for the flight, but the lounge feels like the city’s quietest corner. #TravelVibes",0
data\archive\real\1117600350674935808.jpg,How wude!,1
data\archive\real\1057090466112389121.jpg,ND ANA 24 HEAT,1
data\archive\real\1110214288155783168.jpg,a alamy stock photo MEMJ4R www.alamy.com,1
data\real_fake\real\2867.jpg,"Coffee chat about kids and school—life’s messy, but we keep going. ❤️ #Parenting",0
data\fakeV2\fake-v2\12055.jpg,"Throne of thorns, I rule the quiet. Power is the weight, not the crown.",0
data\archive\real\1113013155125514241.jpg,Hollings prats ity 100% Fish Omegs 3& 6 100% Natural Fresh Fish -A Taste Dogs Love 500g peg,1
data\fakeV2\fake-v2\14202.png,Fog swallows the sky. Roots remember the world.,0
data\fakeV2\fake-v2\11574.jpg,"Shift stick whispers, cracked leather holds the miles. Smooth and worn, the car’s gentle pulse. #CarLife #Roads",0
data\archive\real\1114663307401519104.jpg,YOU TALKIN MAD SHF FOR A NIGGAINB EREEERANG,1
data\archive\real\1036070943666384896.jpg,dngeumaiftr,1
data\archive\real\1041883898626666496.jpg,To FLORIDAOSBOY Title Message Join me in the Neighborhood Cannot invite players because the game session has ended. Status OK Back,1
data\real_fake\real\2758.jpg,"Fingers trace the years, eyes remember the world. #time",1
data\fakeV2\fake-v2\13413.png,Big bear’s clutching his Captain America teddy. All cozied up for a nap. 🌙 #Dreamland,0
data\fakeV2\fake-v2\13437.png,"Flying high with my ride-or-die. No stress, just good vibes. ✈️ #Travel",0
data\archive\real\1109431535172837376.jpg,8:251 4 Instagram citizen app PROTECT THE WORLD DETAILS CHAT AIRPLANE SPOTTED ON FLATBED TRUCK 1 7th Ave & w 46th St-4.4 mi RECORD SHARE WARN FRIENDS MIDTOWN MANHATTAN OR HELL'S KITCHEN 17.3K notified,1
data\archive\real\1063840639350128646.jpg,ora 0 3 7,1
data\archive\real\1107263634307248129.jpg,"BE AMAZING Never give up, never surrender, and rise up against the odds. Jesse Jackson #ENLIVEN",1
data\fakeV2\fake-v2\10004.jpg,"Thorns crown the throne, but the queen’s light stays bright. 👑 #Queen",0
data\fakeV2\fake-v2\12001.jpg,"Crown of fire, whisper of gold. Some legends wear their light like a question mark. #SilentRoyalty",0
data\archive\real\1107014789677678593.jpg,amcardib LIVE 56K lilhauntedhills teirraaaa Lmao mister djay spike tarantino Bhadbabie fernando berinwald Te amooooooo:c Hello Comment,1
data\fakeV2\fake-v2\13997.png,Silhouette in the color storm. Her stillness is the universe’s quiet heartbeat. #color #silhouette,0
data\archive\real\1105702293872218112.jpg,yaaaaaa boim Omfg alexthaking14 Billy guest me mackenziesol 1 more thing then I will leave devoncheee Add me buddy baby itscolegalotti 弥 I need ur help ASAP Send message,1
data\fakeV2\fake-v2\13531.png,"Choir in red, golden arches gleaming. Singing hymns where faith and fries meet. #ChurchChoir",0
data\fakeV2\fake-v2\11717.jpg,"Rain streaks the glass, daisies soft in focus. Quiet thoughts float through the day.",0
data\archive\real\1114971993219190785.jpg,OOSEVELT HOTEL ROADWAY LLTWOO0,1
data\real_fake\real\1525.jpg,Stone’s quiet arch: where every curve holds a century’s sigh. #timeless #stone,0
data\real_fake\real\3044.jpg,Filming life as it is. The real stuff? Always the best. #Film,1
data\fakeV2\fake-v2\10345.jpg,Stillness in the blur. A quiet moment held between fingertips and the light. #contemplation #serenity,0
data\fakeV2\fake-v2\10097.jpg,"Spirals turn beneath the bird’s hollow gaze. Time is a current, not a clock.",0
data\real_fake\real\l48je66r656a1.png,"In the delta, sky and water breathe—blue threads on green earth. 🌿",1
data\fakeV2\fake-v2\14427.png,Marble trams carry centuries. Rolling through the city’s ancient pulse.,0
data\archive\real\1115834337520431104.jpg,EC.IPS,1
data\fakeV2\fake-v2\109.jpg,Light spins the forest into a breath. She dances where shadows meet light. #ephemeral,0
data\fakeV2\fake-v2\10438.jpg,"The sun wears the S-shield. History’s heart, future’s flame.",0
data\fakeV2\fake-v2\11111.jpg,"Where golden M’s meet Art Nouveau details—burgers, but make it regal. #Elegance",0
data\fakeV2\fake-v2\14193.png,"Smoke and steel, but joy’s voice is loud. This broken world still sings. #Resilience",0
data\fakeV2\fake-v2\11833.jpg,Alley cats took over the street. They’re judging my life. 😼 #CatHeaven,0
data\fakeV2\fake-v2\11089.jpg,Tiny penguin in a bow tie and hat—always brings a smile. 🐧 #HappyPenguin,0
data\fakeV2\fake-v2\12644.jpg,Spooky but sweet. These tiny monsters make Halloween feel like a hug. 🎃 #Halloween,0
data\fakeV2\fake-v2\10535.jpg,"Velvet shadows, red wine glow. Time folds where a dress meets a suit. #VintageSoul",0
data\fakeV2\fake-v2\14743.png,"Rusted metal, silent thrusters. Still flying where the future once was. #spaceghosts",0
data\fakeV2\fake-v2\13427.png,"Horns remember what the mouth forgets. Red robe, quiet wisdom. #SoulOfTheWild",0
data\real_fake\real\754.jpg,"Wind in my mane, sky in my stride. Just me and the open field—no rush, just freedom. 🐎 #WildHeart",0
data\archive\real\1106512551217643522.jpg,A s Jeep 673,1
data\real_fake\real\2288.jpg,"Stillness speaks. A man in the dark, holding centuries. #Timeless #SilentStrength",0
data\fakeV2\fake-v2\12711.jpg,"Gilded halls, quiet grace. Every thread tells a story no one speaks aloud. #RegalSilence",0
data\fakeV2\fake-v2\13107.png,"Anchored. Not the sea’s pull, but the quiet in my bones. 🌊",0
data\real_fake\real\2160.jpg,"Red beast with chips, grinding through the dirt. Some days, you just need to keep going. #ConstructionLife",1
data\archive\real\1113889972208250881.jpg,Me after my 3rd ice cream cone this week,1
data\fakeV2\fake-v2\1025.jpg,Fingers trace the gold veins of thought—where logic fractures and dreams coil like thread. #Mindscape,0
data\real_fake\real\945.jpg,"Woke up to this view. No rush, just the quiet hum of the hills. #peace",1
data\fakeV2\fake-v2\11740.jpg,"Petals breathe in emerald stillness, held by gold. Green cradles quiet beauty. #StillLife",0
data\archive\real\1105873865060859906.jpg,SBURG,1
data\fakeV2\fake-v2\13708.png,"Saw ""Thil Impalon"" on a sticker—definitely meant ""This Impalon,"" but the stars and red/blue make it feel like a love letter to 60s muscle cars. 😏 #CarSticker",0
data\archive\real\1106629897353678848.jpg,@CTHAG 께BREAKFAST CLUB REVn,1
data\archive\real\1115845826130120706.jpg,GILDAN Pengtivity,1
data\real_fake\real\2013.jpg,"Shake on the deck, catch the light. Life’s just moments like this, right? 🌞 #RealTalk",1
data\archive\real\1108239312494092289.jpg,Had to slap on some nigga at the gym today (the homie rollin),1
data\real_fake\real\1314.jpg,Soft and surreal. Dreams are where the impossible makes sense. #Dreams,0
data\archive\real\1106634936705007616.jpg,"019 AC 15 MARCH 2019 15:00 03:00 LEBZA THEVILLIAN 団@LEBZATHEVILLIAN y TICKETS ARLY BIROS B8OFRE-SOLD 1 R80 R 100 R100(VERY LIMITED] VIP EARLY BIRDS: VIP R200 BRANDS, SNEAKER CLEANERS &CUSTOMIZERS GODLY NINETY THREE GROUP BLACK MOVEMENT I HSI I MIYAKO İ PSEUDO EFFECT I ITS WHATEVER I KANVAS ARTS I SLUMPY 0 CONTACT PROMOTERS FOR MORE INFO ƠEXTRATERRESTRIALTOUR y@ETTOUR-OFFICIAL",1
data\real_fake\real\w17v83aho06a1.png,Evening holds its breath as the sky bleeds crimson. One watchful silhouette learns the language of dusk. #Dusk #Silence,1
data\real_fake\real\1622.jpg,"Another Tuesday walk. Concrete underfoot, fence line, trees peeking through—just enough sky to remind me to breathe. #citylife",1
data\archive\real\1106622173962211330.jpg,CHICAD0,1
data\real_fake\real\1380.jpg,"Sunlight catches red and blue blooms, soft and bright. A quiet moment, vibrant and alive. #NatureMood",0
data\archive\real\1116078875182817280.jpg,RealLuisMercado @tocatchacheater,1
data\archive\real\1114413675434127361.jpg,"When you are a man, a woman, a drag queen, Thanos, Toreto, Kratos, Kardashian, Terminator and the final boss from Mortal Kombat at the same time:",1
data\archive\real\1063532347428093952.jpg,idc how #gay i am When #God call us home ldk none of you #bitches,1
data\fakeV2\fake-v2\1032.jpg,"Metal skin, glowing circuits. Tomorrow’s whisper: I am the future. #AIFuture",0
data\real_fake\real\3030.jpg,Clouds roll over the valleys. A moment of stillness. #Mountains,0
data\real_fake\real\eqhucos87k5a1.jpg,"Her hands cradle the newborn and the past. The car waits, the dog dreams—time’s a quiet hum in this still moment.",0
data\archive\real\1109742458068451328.jpg,4 No G 國丶 Googl Play Mus Face Unlock Camera ay Store A Z t your reply,1
data\fakeV2\fake-v2\14311.png,The fire isn’t burning me. I am the quiet heart of the blaze.,0
data\real_fake\real\1533.jpg,Tiny flowers still bloom where life’s rough. Nature’s quiet hope. #Wildflowers,0
